College Name,Accepted Skills,Projects
Christ College of Engineering Ongole,Flask | Java | MongoDB | RabbitMQ | Redis | Rust | TensorFlow,Blockchain Wallet Demo | Edge Caching Simulator | Job Portal | VR Gallery
Christ College of Engineering Patna,Bash | Docker | Elasticsearch | PostgreSQL | Redis | TypeScript,Anomaly Detector | Face Detection Tool | Fraud Detection | Recommendation Engine
Christ College of Engineering Pune,Azure | GCP | Java | Kubernetes | NumPy | Socket.IO | TDD,Auto-Grader | Fitness Tracker | Handwriting OCR | Image Classifier | Multi-tenant SaaS | Smart Attendance | Weather Dashboard
Christ College of Engineering Quilon,Azure | Docker | GCP | Go | Linux | Matplotlib | Node.js | PostgreSQL | Redis,Anomaly Detector | Edge Caching Simulator | Forum Platform | Log Parser | Quiz App | Traffic Simulation
Christ College of Engineering Raipur,AWS | Bash | C | CI/CD | Express | FastAPI | NumPy | Redis | Terraform,Compiler Tiny | Gesture Recognition | News Aggregator | URL Shortener | Weather Dashboard
Christ College of Engineering Ranchi,AWS | Agile | GraphQL | Kubernetes | MongoDB | Rust,Anomaly Detector | Crypto Arbitrage Bot | File Sharing Service | News Aggregator | Portfolio Website | Scheduling System | Traffic Simulation
Christ College of Engineering Salem,Azure | Elasticsearch | GCP | Go | Kafka | PyTorch | React | Redis,AR Ruler | Image Classifier | Map Routing App | Music Streaming Prototype | Network Packet Sniffer | Portfolio Website | Speech-to-Text
Christ College of Engineering Surat,C++ | CI/CD | GraphQL | Kafka | NumPy | OpenCV | Pandas | Rust | Swift,Anomaly Detector | Blockchain Wallet Demo | Memory Allocator Demo | Scheduling System | Social Graph Analyzer | Stock Price Tracker | VR Gallery
Christ College of Engineering Thane,Flask | RabbitMQ | Socket.IO | Swift | TypeScript,Code Editor Lite | Compiler Tiny | Map Routing App | Memory Allocator Demo
Christ College of Engineering Thiruvananthapuram,C++ | CI/CD | Flask | GraphQL | Kotlin | Matplotlib | Rust | TensorFlow,Blockchain Wallet Demo | Blog CMS | Chat App | Expense Splitter | IoT Sensor Monitor | Music Streaming Prototype | Quiz App
Christ College of Engineering Thrissur,Agile | FastAPI | GCP | Java | Kafka | Kotlin | Kubernetes | NumPy | PyTorch | Rust,Anomaly Detector | Blog CMS | Event Ticketing | Forum Platform | Handwriting OCR | Scheduling System | Social Graph Analyzer
Christ College of Engineering Trichy,AWS | Django | Docker | Kotlin | NumPy,Compiler Tiny | Image Classifier | IoT Sensor Monitor | Scheduling System | Todo API
Christ College of Engineering Udaipur,AWS | Agile | C++ | GCP | Linux | MongoDB | PostgreSQL | React | Socket.IO | Storybook,Anomaly Detector | DB Index Visualizer | E-Commerce Site | Job Portal
Christ College of Engineering Varanasi,Django | Express | Flask | Python | Socket.IO,AR Ruler | Chat App | Event Ticketing | Regex Visualizer
Christ College of Engineering Vijayawada,Bash | Express | Go | PostgreSQL | RabbitMQ | Storybook | Swift | Terraform,Regex Visualizer | Search Engine Mini | Spam Filter | Traffic Simulation
Christ College of Engineering Visakhapatnam,Agile | GCP | Git | Kotlin | Swift | TypeScript,Anomaly Detector | Expense Splitter | Image Classifier | Regex Visualizer | Scheduling System
Christ College of Engineering Warangal,Express | FastAPI | GCP | Java | Node.js | Socket.IO | Swift,Anomaly Detector | Blog CMS | Compiler Tiny | E-Commerce Site | Gesture Recognition | Memory Allocator Demo
Christ College of Engineering Xavierabad,Bash | Docker | FastAPI | Go | Java | PostgreSQL | Storybook,Code Editor Lite | Forum Platform | Image Classifier | IoT Sensor Monitor | Recommendation Engine | Search Engine Mini | Traffic Simulation
Christ College of Engineering Yamunanagar,Agile | Django | Kafka | MongoDB | Node.js | NumPy | RabbitMQ | React | Swift,Auto-Grader | E-Commerce Site | Log Parser | Network Packet Sniffer | Portfolio Website | Search Engine Mini | VR Gallery
Christ College of Engineering Zirakpur,Django | Docker | Git | Kotlin | Kubernetes | Swift | TDD,Expense Splitter | File Sharing Service | Fraud Detection | Memory Allocator Demo | Recommendation Engine
Coimbatore Academy of Science,AWS | C++ | CI/CD | Elasticsearch | Express | Kafka | Linux | NumPy | Terraform,Chat App | Map Routing App | Speech-to-Text | Stock Price Tracker
Coimbatore Center for AI,Flask | Git | Redis | Swift | Tailwind CSS | TypeScript,Fitness Tracker | Gesture Recognition | Log Parser | Regex Visualizer
Coimbatore Center for Data Science,Bash | FastAPI | Linux | Python | RabbitMQ | Terraform | TypeScript,Code Editor Lite | IoT Sensor Monitor | Map Routing App | Regex Visualizer
Coimbatore College,AWS | Bash | Go | PostgreSQL | Storybook | Tailwind CSS | Terraform | TypeScript | scikit-learn,Auto-Grader | Course Planner | Memory Allocator Demo | Network Packet Sniffer | Social Graph Analyzer | Todo API
Coimbatore College of Computing,Docker | Express | FastAPI | Kotlin | TypeScript | scikit-learn,Crypto Arbitrage Bot | File Sharing Service | Handwriting OCR | Map Routing App | Recommendation Engine | Search Engine Mini | Social Graph Analyzer
Coimbatore College of Information Sciences,AWS | Agile | Express | FastAPI | Matplotlib | React | Rust | TDD | Tailwind CSS,Auto-Grader | Edge Caching Simulator | File Sharing Service | Regex Visualizer | Social Graph Analyzer | Traffic Simulation
Coimbatore Institute of Technology,Agile | C++ | Kafka | NumPy | RabbitMQ | Storybook | Tailwind CSS | TensorFlow,Blog CMS | Course Planner | E-Commerce Site | Multi-tenant SaaS | Smart Attendance | Speech-to-Text
Coimbatore Polytechnic,Docker | Express | Kubernetes | NumPy | OpenCV | React | Redis | Rust | Terraform,File Sharing Service | Map Routing App | Multi-tenant SaaS | VR Gallery
Coimbatore School of Engineering,CI/CD | Express | MongoDB | Node.js | OpenCV,AR Ruler | Blockchain Wallet Demo | Forum Platform | VR Gallery
Coimbatore University,C | Docker | FastAPI | PostgreSQL | Socket.IO | TDD | Tailwind CSS,Anomaly Detector | Blockchain Wallet Demo | Speech-to-Text | VR Gallery | Weather Dashboard
College of Engineering Aaravpur,AWS | FastAPI | OpenCV | RabbitMQ | Swift | Tailwind CSS | TypeScript,Auto-Grader | DB Index Visualizer | File Sharing Service | Forum Platform | Log Parser | Weather Dashboard
College of Engineering Amritsar,Azure | C | CI/CD | Express | Linux | OpenCV | TDD | TensorFlow,Face Detection Tool | Fraud Detection | Image Classifier | Quiz App | Recommendation Engine | Sentiment Analyzer | Smart Attendance
College of Engineering Baroda,C | CI/CD | Django | Flask | OpenCV,Edge Caching Simulator | Fraud Detection | Note Taking App | Spam Filter
College of Engineering Belagavi,Azure | Bash | FastAPI | GCP | PostgreSQL,E-Commerce Site | Fraud Detection | Handwriting OCR | IoT Sensor Monitor | Sentiment Analyzer | Speech-to-Text | URL Shortener
College of Engineering Bengaluru,Agile | FastAPI | GraphQL | Kubernetes | PostgreSQL | RabbitMQ | Socket.IO,Forum Platform | Map Routing App | Portfolio Website | Social Graph Analyzer | Stock Price Tracker | VR Gallery
College of Engineering Bhopal,C++ | CI/CD | Django | Docker | GCP | Git | Kafka | OpenCV | Terraform | scikit-learn,Chat App | Compiler Tiny | DB Index Visualizer | Event Ticketing | File Sharing Service | Smart Attendance | Speech-to-Text
College of Engineering Chandipur,C | FastAPI | Go | React | Storybook | Tailwind CSS,E-Commerce Site | File Sharing Service | Map Routing App | Music Streaming Prototype | Search Engine Mini | Stock Price Tracker
College of Engineering Chennai,C++ | Django | Elasticsearch | Flask | Git | Python | RabbitMQ | Storybook | TDD,Course Planner | Expense Splitter | Fraud Detection | Gesture Recognition | Image Classifier | Map Routing App | Regex Visualizer
College of Engineering Coimbatore,AWS | Kubernetes | MongoDB | Node.js | Pandas | scikit-learn,Blockchain Wallet Demo | Fitness Tracker | Regex Visualizer | Stock Price Tracker
College of Engineering Dehradun,CI/CD | Docker | Express | GCP | Kafka | MongoDB | OpenCV | PyTorch | React | TDD,Blockchain Wallet Demo | Course Planner | Fraud Detection | Handwriting OCR | Quiz App | Spam Filter
College of Engineering Ernakulam,Bash | Django | FastAPI | Go | Matplotlib | NumPy | OpenCV | Socket.IO,Event Ticketing | Image Classifier | Portfolio Website | Quiz App | Regex Visualizer | Spam Filter
College of Engineering Faridabad,Azure | Express | Go | Java | Node.js | Pandas | Python | Rust | Socket.IO | Swift,AR Ruler | Job Portal | Music Streaming Prototype | Recommendation Engine | Regex Visualizer
College of Engineering Gurugram,Agile | Bash | C | FastAPI | Flask | Java | NumPy | Pandas | Python | React,Blockchain Wallet Demo | E-Commerce Site | File Sharing Service | Portfolio Website | Recommendation Engine
College of Engineering Guwahati,Bash | Docker | Go | Kafka | Node.js,Course Planner | Crypto Arbitrage Bot | DB Index Visualizer | Edge Caching Simulator | Event Ticketing | Forum Platform | News Aggregator
College of Engineering Gwalior,C++ | CI/CD | Docker | Express | Java | Matplotlib | Rust | TypeScript,Anomaly Detector | Course Planner | Gesture Recognition | Stock Price Tracker | Todo API
College of Engineering Hubballi,Elasticsearch | Node.js | Pandas | RabbitMQ | React | Socket.IO | Terraform,Anomaly Detector | File Sharing Service | Music Streaming Prototype | Spam Filter | Traffic Simulation
College of Engineering Hyderabad,C | C++ | Flask | Java | Kotlin | Node.js | Rust,Blog CMS | Compiler Tiny | Map Routing App | Memory Allocator Demo | Multi-tenant SaaS | Smart Attendance | URL Shortener
College of Engineering Indore,Azure | C++ | GraphQL | Java | MongoDB | Python | Tailwind CSS,Fitness Tracker | Regex Visualizer | Social Graph Analyzer | URL Shortener
College of Engineering Jabalpur,AWS | Azure | Bash | Express | FastAPI | Git | Kafka | Kubernetes | RabbitMQ | TypeScript,Chat App | Expense Splitter | Multi-tenant SaaS | News Aggregator | Scheduling System | Spam Filter
College of Engineering Jaipur,Bash | C++ | Express | Linux | Matplotlib | Pandas | Swift | Tailwind CSS | TensorFlow,Music Streaming Prototype | Recommendation Engine | Regex Visualizer | Social Graph Analyzer
College of Engineering Jodhpur,Bash | C++ | Flask | Go | Java | Linux | scikit-learn,E-Commerce Site | Forum Platform | Map Routing App | Smart Attendance | Traffic Simulation
College of Engineering Kochi,Flask | Kotlin | Pandas | PyTorch | React | Terraform,Blockchain Wallet Demo | Fitness Tracker | Job Portal | Todo API
College of Engineering Kolkata,Flask | Git | Go | GraphQL | Kubernetes | MongoDB | PostgreSQL | Swift | TensorFlow,Code Editor Lite | Edge Caching Simulator | Multi-tenant SaaS | Spam Filter | Traffic Simulation
College of Engineering Kozhikode,Azure | Elasticsearch | Linux | MongoDB | Python | Redis,E-Commerce Site | Forum Platform | Multi-tenant SaaS | Recommendation Engine | Scheduling System
College of Engineering Lucknow,Azure | FastAPI | NumPy | Rust | Swift,Code Editor Lite | Event Ticketing | Face Detection Tool | Memory Allocator Demo | News Aggregator | Stock Price Tracker | Traffic Simulation
College of Engineering Madurai,AWS | FastAPI | Git | Kubernetes | NumPy | PyTorch,Anomaly Detector | Job Portal | Music Streaming Prototype | Recommendation Engine | Scheduling System | Smart Attendance
College of Engineering Mumbai,Bash | Kotlin | Node.js | NumPy | OpenCV | React | Rust,Anomaly Detector | Blockchain Wallet Demo | Fitness Tracker | IoT Sensor Monitor | Job Portal | Scheduling System | URL Shortener
College of Engineering Mysuru,Agile | C++ | CI/CD | Python | RabbitMQ | scikit-learn,Chat App | Course Planner | DB Index Visualizer | E-Commerce Site | Note Taking App | Recommendation Engine
College of Engineering Nagpur,Agile | Go | Kotlin | Linux | OpenCV | Pandas | Tailwind CSS | TypeScript,DB Index Visualizer | E-Commerce Site | File Sharing Service | Memory Allocator Demo | Multi-tenant SaaS | News Aggregator
College of Engineering Noida,Bash | Linux | Pandas | Rust | TDD | TensorFlow | scikit-learn,Blog CMS | Course Planner | Image Classifier | Portfolio Website
College of Engineering Ongole,Agile | CI/CD | Elasticsearch | Express | Go | GraphQL | OpenCV | Tailwind CSS,Blockchain Wallet Demo | Blog CMS | Edge Caching Simulator | Fitness Tracker | Log Parser
College of Engineering Patna,AWS | Docker | Kotlin | MongoDB | Node.js,DB Index Visualizer | File Sharing Service | Job Portal | Music Streaming Prototype | Network Packet Sniffer | Stock Price Tracker
College of Engineering Pune,C | Django | Kafka | Linux | PyTorch | RabbitMQ | Socket.IO | TDD | Terraform | TypeScript,Anomaly Detector | Compiler Tiny | File Sharing Service | Map Routing App | Memory Allocator Demo | Stock Price Tracker | Traffic Simulation
College of Engineering Quilon,Azure | C++ | Go | Kafka | Matplotlib | OpenCV | Swift,Auto-Grader | E-Commerce Site | News Aggregator | Regex Visualizer | URL Shortener
College of Engineering Raipur,AWS | Agile | Flask | Git | GraphQL | Pandas,Auto-Grader | Edge Caching Simulator | Image Classifier | Map Routing App | Memory Allocator Demo | Traffic Simulation
College of Engineering Ranchi,C++ | Express | OpenCV | RabbitMQ | TensorFlow,DB Index Visualizer | Fraud Detection | Gesture Recognition | Map Routing App | Memory Allocator Demo | Quiz App
College of Engineering Salem,Git | GraphQL | Linux | PyTorch | Python,E-Commerce Site | Map Routing App | Quiz App | Recommendation Engine | Smart Attendance | Weather Dashboard
College of Engineering Surat,C | C++ | Elasticsearch | Java | Kubernetes | Linux | Rust | TDD | TypeScript,Blog CMS | Compiler Tiny | Log Parser | Spam Filter
College of Engineering Thane,Azure | Django | Docker | Elasticsearch | Git | Kubernetes | TypeScript,Blog CMS | Expense Splitter | Log Parser | Scheduling System
College of Engineering Thiruvananthapuram,C | C++ | Git | MongoDB | NumPy | Python | TensorFlow,Anomaly Detector | Compiler Tiny | Face Detection Tool | Image Classifier | Map Routing App | Music Streaming Prototype | Traffic Simulation
College of Engineering Thrissur,Agile | Azure | Bash | Docker | Go | Kubernetes | MongoDB | RabbitMQ | TypeScript,Course Planner | DB Index Visualizer | Face Detection Tool | Job Portal | Music Streaming Prototype
College of Engineering Trichy,AWS | Linux | NumPy | Tailwind CSS | TensorFlow,Auto-Grader | Code Editor Lite | Face Detection Tool | Fitness Tracker | Multi-tenant SaaS | Note Taking App | Spam Filter
College of Engineering Udaipur,Elasticsearch | Kafka | Kotlin | Kubernetes | OpenCV | PyTorch | React | Swift | Tailwind CSS,Anomaly Detector | Compiler Tiny | Crypto Arbitrage Bot | Event Ticketing | Handwriting OCR | Portfolio Website | Todo API
College of Engineering Varanasi,AWS | Azure | C | Node.js | OpenCV | Python,Anomaly Detector | IoT Sensor Monitor | Log Parser | Map Routing App | News Aggregator | Stock Price Tracker | Todo API
College of Engineering Vijayawada,AWS | Azure | C++ | Django | Express | GraphQL | Terraform,Anomaly Detector | Code Editor Lite | Course Planner | Fitness Tracker | Fraud Detection | Note Taking App | Recommendation Engine
College of Engineering Visakhapatnam,C++ | Docker | PostgreSQL | Socket.IO | Storybook | TDD,File Sharing Service | Handwriting OCR | Log Parser | Map Routing App | Stock Price Tracker
College of Engineering Warangal,Agile | C | CI/CD | Django | Elasticsearch | Go | GraphQL | MongoDB | Node.js | Socket.IO,Blockchain Wallet Demo | Gesture Recognition | Job Portal | Multi-tenant SaaS | Note Taking App | Quiz App | VR Gallery
College of Engineering Xavierabad,AWS | CI/CD | Django | Flask | GCP | Linux | Pandas | Tailwind CSS,Blockchain Wallet Demo | E-Commerce Site | Regex Visualizer | Speech-to-Text
College of Engineering Yamunanagar,Azure | Go | Java | Linux | PostgreSQL | Redis | TensorFlow,AR Ruler | Auto-Grader | Expense Splitter | Fraud Detection | Music Streaming Prototype | Recommendation Engine | Smart Attendance
College of Engineering Zirakpur,Agile | Azure | Git | Matplotlib | Python | Swift | TDD | TypeScript,Blog CMS | E-Commerce Site | Event Ticketing | Quiz App | Recommendation Engine | Smart Attendance | Traffic Simulation
Dehradun Academy of Science,Bash | C | C++ | Docker | FastAPI | Linux | RabbitMQ,AR Ruler | Course Planner | Forum Platform | Log Parser | Map Routing App | Portfolio Website | Recommendation Engine
